poliza_id,edad_conductor,sexo,estado_civil,nivel_estudios,ocupacion,zona_residencia,region,antiguedad_cliente_anios,ingreso_mensual_mxn,score_crediticio,prima_mensual_mxn,suma_asegurada_mxn,deducible_pct,historial_siniestros_3_anios,km_anuales,edad_vehiculo_anios,tipo_vehiculo,uso_vehiculo,segmento_marca,metodo_pago,canal_venta,tiene_gps,asistencia_vial,mantenimiento_al_dia,dias_hasta_renovacion,puntaje_riesgo_zona,numero_siniestros_12m,costo_esperado_anual_mxn,riesgo_alto,clase_costo,km_por_anio_vehiculo,log_ingreso,ratio_prima_ingreso,siniestros_x_suma,siniestros_x_prima,grupo_edad
POL-01201,42,Masculino,Soltero,Preparatoria,Empleado,Suburbana,Norte,5.8,80086.64,536.0,350.0,415710.0,5,0,15413.0,7.0,SUV,Particular,Medio,Trimestral,Broker,No,Si,Si,61,47.9,0,8633,0,Medio,1926.625,11.290876814033778,0.004370212432280437,0.0,0.0,Adulto
POL-01202,34,Masculino,Casado,Posgrado,Independiente,Urbana,Sur,3.7,21069.0,691.0,1056.0,665909.0,10,1,10617.0,8.6,Sedan,Particular,Premium,Mensual,Banco,Si,No,Si,362,71.8,0,9842,0,Medio,1105.9375,9.955605506798234,0.05011865211200759,0.0,0.0,Adulto_joven
POL-01203,42,Masculino,Casado,Licenciatura,Estudiante,Urbana,Sur,0.4,24648.0,591.0,678.0,439807.0,3,0,15015.0,4.6,SUV,Particular,Medio,Mensual,Broker,No,Si,No,174,68.5,0,8318,0,Medio,2681.25,10.112491610696615,0.027506186863564444,0.0,0.0,Adulto
POL-01204,47,Femenino,Casado,Licenciatura,Estudiante,Suburbana,Centro,7.6,20490.0,659.0,424.0,260104.0,5,1,14379.0,9.2,SUV,Trabajo,Economico,Anual,Agente,No,Si,No,279,47.5,0,3474,0,Bajo,1409.7058823529412,9.927741044336832,0.020692011126836173,0.0,0.0,Adulto
POL-01205,41,Femenino,Divorciado,Preparatoria,Empleado,Urbana,Occidente,3.7,20441.0,623.0,478.0,142722.0,10,1,8579.0,5.4,Compacto,Trabajo,Economico,Mensual,Banco,No,No,Si,235,56.1,0,943,0,Bajo,1340.46875,9.925346886889022,0.023383230603659134,0.0,0.0,Adulto
POL-01206,41,Masculino,Soltero,Preparatoria,Empleado,Urbana,Bajio,13.0,14352.0,713.0,559.0,213355.0,5,1,14303.0,3.9,Sedan,Particular,Economico,Anual,Banco,Si,No,Si,135,75.6,0,6504,0,Medio,2918.9795918367345,9.57171425857138,0.038946561694419284,0.0,0.0,Adulto
POL-01207,31,Masculino,Casado,Secundaria,Empleado,Rural,Occidente,4.4,36927.0,638.0,1116.0,777023.0,10,1,11079.0,2.0,Sedan,Particular,Premium,Anual,Broker,No,No,Si,223,31.3,0,16565,1,Alto,3693.0,10.516725349867771,0.030220970537261697,0.0,0.0,Adulto_joven
POL-01208,31,Masculino,Soltero,Licenciatura,Empleado,Urbana,Bajio,0.8,22946.0,646.0,714.0,788488.0,5,0,18723.0,4.5,SUV,Particular,Premium,Trimestral,Agente,No,Si,No,88,70.0,0,13442,1,Alto,3404.181818181818,10.040942487989975,0.031115178454699962,0.0,0.0,Adulto_joven
POL-01209,22,Femenino,Casado,Licenciatura,Empleado,Suburbana,Centro,2.6,19987.0,686.0,551.0,431659.0,15,1,22685.0,11.7,Pickup,Particular,Medio,Mensual,Broker,Si,Si,Si,106,37.2,0,7616,0,Medio,1786.220472440945,9.902887372464095,0.027566539923954372,0.0,0.0,Joven
POL-01210,63,Femenino,Casado,Secundaria,Independiente,Urbana,Centro,4.2,14584.0,808.0,350.0,407118.0,5,0,8752.0,8.4,Pickup,Trabajo,Medio,Mensual,Agente,No,Si,No,40,72.3,0,8792,0,Medio,931.063829787234,9.587748882301822,0.02399725745629071,0.0,0.0,Mayor
POL-01211,24,Masculino,Casado,Preparatoria,Empleado,Urbana,Bajio,0.1,10575.0,717.0,471.0,147494.0,15,0,24918.0,7.0,Compacto,Trabajo,Economico,Trimestral,Online,No,Si,Si,185,73.1,0,500,0,Bajo,3114.75,9.266342562091468,0.044534795763993947,0.0,0.0,Joven
POL-01212,31,Masculino,Soltero,Preparatoria,Empleado,Urbana,Bajio,0.1,21511.5,643.0,350.0,235423.0,5,1,14793.0,2.6,Compacto,Particular,Medio,Mensual,Agente,No,Si,Si,187,49.7,0,6098,0,Medio,4109.166666666667,9.976389440519794,0.016269610691458453,0.0,0.0,Adulto_joven
POL-01213,31,Masculino,Divorciado,Licenciatura,Empleado,Urbana,Bajio,0.6,29847.0,650.0,350.0,247004.0,10,0,10137.0,3.8,SUV,Particular,Economico,Trimestral,Agente,No,Si,Si,365,68.6,0,7009,0,Medio,2111.875,10.303873114900993,0.01172607879924953,0.0,0.0,Adulto_joven
POL-01214,52,Femenino,Soltero,Posgrado,Independiente,Urbana,Occidente,1.2,9006.0,611.0,866.0,250206.0,10,2,19668.0,7.7,Sedan,Particular,Medio,Trimestral,Online,No,Si,Si,8,67.9,0,6133,0,Medio,2260.689655172414,9.105757331783742,0.09614744087931609,0.0,0.0,Adulto
POL-01215,36,Masculino,Soltero,Licenciatura,Estudiante,Urbana,Bajio,2.2,33474.0,579.0,1510.0,367901.0,5,1,13045.0,8.8,SUV,Taxi/Plataforma,Medio,Mensual,Agente,Si,No,Si,179,70.6,0,5557,0,Medio,1331.1224489795918,10.418554170559373,0.045108289768483946,0.0,0.0,Adulto_joven
POL-01216,56,Femenino,Casado,Licenciatura,Desconocido,Urbana,Sur,2.7,36540.0,609.0,626.0,429614.0,10,1,15050.0,8.5,Pickup,Particular,Medio,Trimestral,Banco,No,Si,Si,185,67.9,0,10520,0,Medio,1584.2105263157894,10.506190196826267,0.017131441394597848,0.0,0.0,Adulto
POL-01217,31,Masculino,Casado,Secundaria,Estudiante,Urbana,Bajio,0.6,23558.0,592.0,536.0,645761.0,5,1,13276.0,6.2,Compacto,Particular,Premium,Mensual,Online,No,Si,Si,81,57.3,0,12337,1,Alto,1843.888888888889,10.067263192042985,0.022751390126915405,0.0,0.0,Adulto_joven
POL-01218,44,Femenino,Casado,Secundaria,Empresario,Urbana,Occidente,4.5,52985.0,699.0,1208.0,303480.0,5,0,11008.0,3.2,Deportivo,Trabajo,Economico,Mensual,Online,No,No,Si,176,63.3,0,4910,0,Medio,2620.9523809523807,10.877783006696857,0.02279847506888612,0.0,0.0,Adulto
POL-01219,29,Femenino,Casado,Secundaria,Independiente,Urbana,Norte,3.6,21511.5,570.0,357.0,421073.0,5,0,19482.0,8.8,SUV,Particular,Medio,Mensual,Agente,Si,No,Si,93,78.3,0,5484,0,Medio,1987.9591836734692,9.976389440519794,0.016595002905287624,0.0,0.0,Adulto_joven
POL-01220,68,Masculino,Soltero,Secundaria,Independiente,Urbana,Bajio,1.4,10092.0,750.0,350.0,222824.0,3,0,13925.0,3.8,SUV,Trabajo,Economico,Anual,Broker,Si,No,Si,115,56.1,0,2173,0,Bajo,2901.041666666667,9.219597393238859,0.03467749925691073,0.0,0.0,Mayor
POL-01221,25,Masculino,Casado,Licenciatura,Independiente,Rural,Norte,0.1,21511.5,651.0,584.0,358431.0,5,2,7598.0,8.9,Sedan,Particular,Medio,Mensual,Online,Si,Si,Si,159,44.6,1,14258,1,Alto,767.4747474747475,9.976389440519794,0.027147007553747823,358431.0,584.0,Adulto_joven
POL-01222,44,Femenino,Casado,Licenciatura,Independiente,Suburbana,Occidente,0.3,25172.0,652.0,741.0,334752.0,15,1,18531.0,4.5,Sedan,Particular,Medio,Mensual,Agente,No,No,Si,244,59.2,0,5867,0,Medio,3369.2727272727275,10.13352727053818,0.029436300798474556,0.0,0.0,Adulto
POL-01223,48,Masculino,Soltero,Secundaria,Desconocido,Suburbana,Norte,2.0,15788.0,651.0,408.0,198856.0,10,2,8869.0,12.9,Sedan,Particular,Economico,Mensual,Banco,Si,No,Si,282,42.1,0,3837,0,Bajo,638.0575539568346,9.667068774021889,0.025840775223256698,0.0,0.0,Adulto
POL-01224,45,Femenino,Casado,Licenciatura,Independiente,Urbana,Occidente,0.7,30159.0,608.0,1006.0,168491.0,10,0,9157.0,4.2,Sedan,Taxi/Plataforma,Economico,Mensual,Agente,No,No,No,212,53.7,0,3132,0,Bajo,1760.9615384615383,10.314271822121892,0.03335543766578249,0.0,0.0,Adulto
POL-01225,38,Femenino,Casado,Secundaria,Estudiante,Rural,Occidente,1.9,21511.5,670.0,452.0,199222.0,5,0,22059.0,4.2,SUV,Trabajo,Desconocido,Mensual,Agente,No,Si,Si,151,31.9,0,500,0,Bajo,4242.115384615385,9.976389440519794,0.021011040092969203,0.0,0.0,Adulto_joven
POL-01226,38,Femenino,Casado,Preparatoria,Independiente,Suburbana,Centro,4.0,37934.0,732.0,350.0,188107.0,5,1,8920.0,5.1,Sedan,Trabajo,Economico,Mensual,Online,Si,Si,No,165,53.2,0,3394,0,Bajo,1462.2950819672133,10.543629447772176,0.009226308158692501,0.0,0.0,Adulto_joven
POL-01227,41,Femenino,Casado,Preparatoria,Empresario,Suburbana,Bajio,3.2,13573.0,597.0,629.0,407442.0,5,2,2760.0,3.3,Pickup,Particular,Medio,Anual,Online,No,No,Si,142,39.8,1,13468,1,Alto,641.8604651162791,9.515911477263703,0.04633858847797259,407442.0,629.0,Adulto
POL-01228,38,Masculino,Casado,Preparatoria,Empleado,Urbana,Norte,1.1,12798.0,651.0,385.0,225820.0,5,1,18926.0,2.9,SUV,Trabajo,Economico,Mensual,Agente,Si,No,Si,24,63.9,0,6506,0,Medio,4852.820512820513,9.457122321855792,0.030080475037112274,0.0,0.0,Adulto_joven
POL-01229,53,Femenino,Casado,Preparatoria,Desconocido,Rural,Occidente,1.7,20665.0,703.0,453.0,415523.0,3,1,13829.0,3.2,SUV,Particular,Medio,Trimestral,Agente,No,No,Si,199,53.0,0,8642,0,Medio,3292.6190476190477,9.9362451167743,0.021920061937481854,0.0,0.0,Adulto
POL-01230,69,Masculino,Casado,Preparatoria,Empleado,Suburbana,Centro,3.8,21511.5,674.0,554.0,261159.0,10,1,14303.0,10.9,SUV,Particular,Economico,Mensual,Broker,Si,No,Si,232,49.6,0,3341,0,Bajo,1201.9327731092437,9.976389440519794,0.025752469494479954,0.0,0.0,Mayor
POL-01231,33,Masculino,Soltero,Preparatoria,Independiente,Suburbana,Centro,7.9,24076.0,566.0,461.0,351676.0,10,0,13770.0,3.0,Sedan,Particular,Medio,Anual,Agente,Si,No,Si,3,43.8,0,4987,0,Medio,3442.5,10.089012306943829,0.01914690368401379,0.0,0.0,Adulto_joven
POL-01232,22,Femenino,Casado,Posgrado,Independiente,Urbana,Centro,5.6,14623.0,595.0,1953.0,530801.0,5,1,16774.0,4.2,Deportivo,Particular,Medio,Mensual,Agente,Si,No,Si,287,66.0,0,12345,1,Alto,3225.7692307692305,9.590419293693932,0.13354759299781183,0.0,0.0,Joven
POL-01233,39,Masculino,Casado,Secundaria,Profesor,Urbana,Occidente,3.2,16655.0,586.0,350.0,156891.0,3,1,11360.0,16.4,Sedan,Particular,Economico,Anual,Broker,No,No,No,172,64.5,0,1025,0,Bajo,652.8735632183908,9.72052579085475,0.021013448607108548,0.0,0.0,Adulto_joven
POL-01234,74,Femenino,Casado,Secundaria,Desconocido,Urbana,Centro,1.8,11797.0,596.0,403.0,333849.0,5,0,23619.0,9.0,Compacto,Trabajo,Medio,Trimestral,Agente,No,Si,Si,183,68.6,1,28478,1,Alto,2361.9,9.37568530456302,0.03415833192066452,333849.0,403.0,Mayor
POL-01235,30,Masculino,Soltero,Secundaria,Independiente,Urbana,Bajio,1.8,19443.0,651.0,725.0,264648.0,5,1,7381.0,9.0,Sedan,Particular,Medio,Trimestral,Online,No,Si,Si,250,78.0,0,4773,0,Medio,738.1,9.875293818165346,0.037286566550092576,0.0,0.0,Adulto_joven
POL-01236,61,Femenino,Divorciado,Licenciatura,Independiente,Suburbana,Centro,8.5,39738.0,630.0,408.0,213108.0,5,2,17947.0,15.1,SUV,Particular,Economico,Anual,Agente,Si,No,Si,290,53.2,0,5441,0,Medio,1114.7204968944097,10.59008835222604,0.010266992123606532,0.0,0.0,Mayor
POL-01237,62,Femenino,Casado,Secundaria,Profesor,Urbana,Centro,0.2,21948.0,601.0,751.0,345762.0,5,0,19032.0,5.0,Sedan,Particular,Medio,Mensual,Online,No,No,No,285,81.3,0,5350,0,Medio,3172.0,9.996476859378955,0.03421568180782723,0.0,0.0,Mayor
POL-01238,33,Femenino,Soltero,Licenciatura,Empleado,Urbana,Centro,17.7,35294.0,593.0,453.0,219118.0,5,1,11322.0,1.4,Sedan,Particular,Economico,Trimestral,Agente,Si,Si,Si,358,68.6,0,3240,0,Bajo,4717.5,10.471496589829572,0.012834679133021675,0.0,0.0,Adulto_joven
POL-01239,47,Femenino,Casado,Preparatoria,Desconocido,Urbana,Centro,4.4,48985.0,633.0,350.0,219937.0,10,0,9869.0,8.5,SUV,Particular,Economico,Mensual,Broker,No,No,Si,111,58.9,0,2153,0,Bajo,1038.842105263158,10.799289821982947,0.007144898542440698,0.0,0.0,Adulto
POL-01240,61,Femenino,Divorciado,Preparatoria,Independiente,Urbana,Sur,4.6,15921.0,663.0,665.0,433420.0,5,0,21094.0,4.7,Pickup,Particular,Medio,Trimestral,Agente,No,No,No,304,83.3,0,9958,0,Medio,3700.7017543859647,9.675457079648524,0.041766109785202864,0.0,0.0,Mayor
POL-01241,35,Masculino,Soltero,Licenciatura,Independiente,Urbana,Bajio,0.2,19854.0,651.0,350.0,162058.0,10,0,10050.0,16.5,Sedan,Trabajo,Economico,Anual,Online,No,Si,No,349,64.0,0,3657,0,Bajo,574.2857142857143,9.896211143565353,0.017627801561319566,0.0,0.0,Adulto_joven
POL-01242,37,Masculino,Divorciado,Secundaria,Otro,Suburbana,Occidente,3.7,72617.0,737.0,650.0,406124.0,5,0,12163.0,1.3,SUV,Particular,Medio,Anual,Broker,No,Si,Si,338,41.6,0,4938,0,Medio,5288.260869565218,11.192968103966658,0.00895094880057286,0.0,0.0,Adulto_joven
POL-01243,32,Masculino,Casado,Secundaria,Estudiante,Suburbana,Centro,2.7,48688.0,688.0,1155.0,156795.0,5,3,20380.0,2.9,Sedan,Trabajo,Economico,Mensual,Broker,Si,No,No,129,68.6,1,8260,0,Medio,5225.641025641025,10.793208410867665,0.023721990593357844,156795.0,1155.0,Adulto_joven
POL-01244,27,Masculino,Casado,Preparatoria,Estudiante,Urbana,Norte,0.4,8769.0,531.0,656.0,205627.0,10,1,15691.0,3.7,SUV,Trabajo,Economico,Mensual,Agente,Si,Si,Si,186,59.1,0,5411,0,Medio,3338.510638297872,9.079092085366229,0.07480045610034207,0.0,0.0,Adulto_joven
POL-01245,32,Femenino,Soltero,Licenciatura,Profesor,Urbana,Occidente,1.3,27221.0,689.0,350.0,298112.0,5,1,5616.0,5.1,Compacto,Particular,Medio,Mensual,Banco,Si,No,No,28,58.8,0,7030,0,Medio,920.6557377049181,10.21178074889202,0.012857247814267872,0.0,0.0,Adulto_joven
POL-01246,24,Femenino,Soltero,Secundaria,Empleado,Urbana,Bajio,8.8,22007.0,695.0,1072.0,258210.0,3,3,25109.0,2.2,Compacto,Particular,Medio,Mensual,Agente,Si,Si,Si,157,60.6,0,6624,0,Medio,7846.5625,9.99916130260441,0.048709560159941837,0.0,0.0,Joven
POL-01247,40,Femenino,Divorciado,Secundaria,Independiente,Urbana,Centro,3.2,21511.5,617.0,912.0,446542.0,3,1,12585.0,6.6,SUV,Particular,Medio,Mensual,Online,No,No,No,234,66.3,1,16361,1,Alto,1655.921052631579,9.976389440519794,0.04239395700174317,446542.0,912.0,Adulto
POL-01248,30,Femenino,Soltero,Posgrado,Empleado,Suburbana,Sur,2.1,14604.0,538.0,697.0,176715.0,10,1,13285.0,3.6,Sedan,Particular,Economico,Mensual,Agente,Si,No,No,277,57.4,0,1888,0,Bajo,2888.04347826087,9.58911921482184,0.047723382403286545,0.0,0.0,Adulto_joven
POL-01249,43,Masculino,Casado,Secundaria,Estudiante,Suburbana,Norte,0.3,13863.0,651.0,350.0,271527.0,5,0,16907.0,9.4,Sedan,Trabajo,Medio,Anual,Agente,No,Si,Si,101,28.8,0,6406,0,Medio,1625.673076923077,9.537050831395442,0.02524523946912868,0.0,0.0,Adulto
POL-01250,20,Masculino,Casado,Licenciatura,Independiente,Suburbana,Norte,5.0,15168.0,649.0,2544.0,1346095.0,5,0,18938.0,11.3,Deportivo,Trabajo,Premium,Mensual,Agente,No,Si,Si,224,57.4,0,131385,1,Alto,1539.6747967479673,9.627009150591672,0.1677104621267058,0.0,0.0,Joven
POL-01251,44,Femenino,Soltero,Licenciatura,Independiente,Suburbana,Norte,4.9,16062.0,566.0,918.0,273276.0,3,1,26286.0,4.4,Sedan,Particular,Medio,Trimestral,Online,Si,No,Si,274,45.6,0,16032,1,Alto,4867.777777777777,9.684273769557766,0.05714997198530785,0.0,0.0,Adulto
POL-01252,51,Femenino,Soltero,Preparatoria,Empleado,Urbana,Centro,3.8,34449.0,651.0,1146.0,253050.0,5,0,6370.0,7.2,Compacto,Taxi/Plataforma,Medio,Mensual,Online,Si,No,Si,322,61.7,0,1481,0,Bajo,776.829268292683,10.447264276441805,0.03326560232220609,0.0,0.0,Adulto
POL-01253,18,Masculino,Casado,Secundaria,Empleado,Rural,Sur,2.9,11489.0,643.0,372.0,390528.0,10,1,20043.0,5.3,SUV,Particular,Medio,Trimestral,Agente,Si,Si,Si,231,55.7,0,8876,0,Medio,3181.4285714285716,9.3492323708428,0.03237597911227154,0.0,0.0,Joven
POL-01254,45,Masculino,Viudo,Secundaria,Empresario,Suburbana,Centro,2.3,15621.0,633.0,1960.0,365565.0,10,1,19587.0,5.1,Deportivo,Trabajo,Desconocido,Anual,Online,Si,Si,No,341,51.7,1,13395,1,Alto,3210.9836065573772,9.656435456170243,0.12546408910510817,365565.0,1960.0,Adulto
POL-01255,56,Femenino,Soltero,Licenciatura,Estudiante,Rural,Sur,3.6,8224.0,619.0,466.0,211225.0,5,0,14746.0,2.1,SUV,Particular,Economico,Trimestral,Broker,No,Si,Si,273,45.6,0,4628,0,Bajo,4756.774193548387,9.014933575633572,0.0566565349544073,0.0,0.0,Adulto
POL-01256,24,Masculino,Soltero,Licenciatura,Profesor,Urbana,Centro,1.1,21511.5,644.0,350.0,201320.0,5,0,19830.0,4.9,SUV,Trabajo,Economico,Mensual,Online,No,Si,Si,364,64.6,1,9898,0,Medio,3361.016949152542,9.976389440519794,0.016269610691458453,201320.0,350.0,Joven
POL-01257,62,Masculino,Soltero,Licenciatura,Empleado,Rural,Bajio,11.3,44261.0,567.0,622.0,894798.0,15,0,20639.0,8.9,Pickup,Particular,Premium,Mensual,Online,No,No,Si,112,48.1,0,17966,1,Alto,2084.747474747475,10.697881800112357,0.014052686277167773,0.0,0.0,Mayor
POL-01258,45,Femenino,Casado,Posgrado,Independiente,Suburbana,Centro,3.6,21511.5,617.0,1677.0,315787.0,5,0,7899.0,6.7,Deportivo,Particular,Economico,Anual,Broker,No,No,Si,138,62.9,0,4206,0,Bajo,1025.844155844156,9.976389440519794,0.07795467751307379,0.0,0.0,Adulto
POL-01259,31,Femenino,Casado,Licenciatura,Profesor,Suburbana,Bajio,1.5,18675.0,690.0,1851.0,544583.0,10,1,25124.0,2.9,Deportivo,Particular,Medio,Mensual,Online,Si,Si,Si,215,30.2,0,12043,1,Alto,6442.051282051282,9.834994556090829,0.0991111587063611,0.0,0.0,Adulto_joven
POL-01260,39,Masculino,Divorciado,Secundaria,Independiente,Urbana,Sur,2.4,28228.0,624.0,350.0,249395.0,3,0,6927.0,2.1,Pickup,Particular,Economico,Trimestral,Agente,Si,No,Si,313,73.7,0,3663,0,Bajo,2234.516129032258,10.248105097311578,0.012398597187289667,0.0,0.0,Adulto_joven
POL-01261,47,Masculino,Casado,Preparatoria,Desconocido,Suburbana,Bajio,6.6,80086.64,525.0,531.0,235420.0,5,0,9256.0,4.8,Compacto,Particular,Medio,Mensual,Online,No,No,No,273,62.4,0,6605,0,Medio,1595.8620689655172,11.290876814033778,0.006630236575831177,0.0,0.0,Adulto
POL-01262,41,Masculino,Casado,Licenciatura,Independiente,Rural,Occidente,0.7,27544.0,615.0,350.0,182999.0,10,0,14060.0,3.3,SUV,Trabajo,Economico,Mensual,Agente,Si,Si,No,327,46.0,0,3430,0,Bajo,3269.767441860465,10.223576309906816,0.012706480304955527,0.0,0.0,Adulto
POL-01263,47,Femenino,Soltero,Secundaria,Empleado,Suburbana,Sur,1.4,14990.0,570.0,636.0,351584.0,5,0,26087.0,3.6,Compacto,Particular,Medio,Anual,Banco,Si,No,No,348,44.6,0,8567,0,Medio,5671.08695652174,9.615205300012315,0.042425455273163895,0.0,0.0,Adulto
POL-01264,28,Femenino,Viudo,Secundaria,Empleado,Suburbana,Norte,4.6,9031.0,670.0,350.0,154925.0,10,0,13805.0,3.4,Compacto,Particular,Economico,Mensual,Broker,No,No,No,183,40.8,0,2427,0,Bajo,3137.4999999999995,9.108529105829499,0.0387511071744907,0.0,0.0,Adulto_joven
POL-01265,42,Masculino,Soltero,Licenciatura,Otro,Rural,Centro,1.5,11914.0,674.0,892.0,829661.0,10,1,15324.0,5.4,SUV,Trabajo,Premium,Mensual,Agente,No,Si,Si,311,60.9,0,13408,1,Alto,2394.375,9.385553389532843,0.07486361728913135,0.0,0.0,Adulto
POL-01266,22,Masculino,Soltero,Preparatoria,Independiente,Urbana,Norte,6.3,21511.5,526.0,553.0,364172.0,5,0,23376.0,7.5,SUV,Trabajo,Medio,Mensual,Agente,No,Si,No,193,57.8,0,7335,0,Medio,2750.1176470588234,9.976389440519794,0.025705984892504356,0.0,0.0,Joven
POL-01267,39,Femenino,Casado,Posgrado,Independiente,Suburbana,Centro,0.6,15342.0,707.0,350.0,445496.0,10,0,13848.0,3.2,SUV,Particular,Medio,Anual,Agente,Si,Si,Si,278,62.1,0,6791,0,Medio,3297.142857142857,9.638414622945206,0.022811705663820635,0.0,0.0,Adulto_joven
POL-01268,28,Masculino,Casado,Licenciatura,Empleado,Urbana,Bajio,5.8,24490.0,567.0,350.0,211047.0,3,0,9019.0,3.1,SUV,Trabajo,Economico,Mensual,Agente,No,Si,Si,271,68.1,0,2642,0,Bajo,2199.756097560976,10.106060982105628,0.014290964027601976,0.0,0.0,Adulto_joven
POL-01269,30,Masculino,Casado,Secundaria,Estudiante,Rural,Centro,0.3,16231.0,767.0,350.0,109519.0,10,0,13205.0,2.3,Compacto,Particular,Economico,Anual,Banco,Si,Si,Si,299,58.4,0,3571,0,Bajo,4001.515151515152,9.694739881505651,0.021562345983242977,0.0,0.0,Adulto_joven
POL-01270,56,Masculino,Casado,Posgrado,Desconocido,Urbana,Occidente,0.1,36879.0,646.0,686.0,373688.0,15,0,23039.0,5.9,SUV,Particular,Medio,Mensual,Online,No,No,Si,71,62.5,0,4159,0,Bajo,3338.9855072463765,10.51542467767053,0.018600867678958785,0.0,0.0,Adulto
POL-01271,54,Masculino,Casado,Preparatoria,Independiente,Urbana,Occidente,9.1,11515.0,557.0,350.0,174023.0,15,0,15890.0,8.7,Sedan,Particular,Economico,Anual,Agente,Si,Si,Si,195,52.1,1,9691,0,Medio,1638.1443298969073,9.351492651732066,0.030392497394928795,174023.0,350.0,Adulto
POL-01272,48,Masculino,Soltero,Preparatoria,Independiente,Suburbana,Occidente,3.5,51953.0,564.0,477.0,220454.0,10,0,26119.0,5.0,SUV,Particular,Desconocido,Anual,Banco,Si,No,Si,269,50.0,0,3280,0,Bajo,4353.166666666667,10.858113990675855,0.00918119875274281,0.0,0.0,Adulto
POL-01273,26,Femenino,Casado,Preparatoria,Empleado,Suburbana,Occidente,1.7,35873.0,676.0,350.0,312448.0,5,0,19559.0,7.5,Sedan,Particular,Desconocido,Mensual,Agente,No,Si,Si,330,38.1,0,3033,0,Bajo,2301.0588235294117,10.48776807810896,0.009756369515526565,0.0,0.0,Adulto_joven
POL-01274,36,Masculino,Casado,Secundaria,Empresario,Suburbana,Centro,1.1,56987.0,621.0,350.0,208244.0,10,0,11954.0,10.1,SUV,Particular,Economico,Mensual,Broker,No,No,Si,239,71.4,0,3924,0,Bajo,1076.936936936937,10.950595998337121,0.006141643854846634,0.0,0.0,Adulto_joven
POL-01275,56,Femenino,Casado,Preparatoria,Estudiante,Rural,Occidente,3.8,29607.0,643.0,350.0,139974.0,10,0,15781.0,6.2,Compacto,Particular,Economico,Mensual,Agente,No,No,Si,107,47.0,0,2510,0,Bajo,2191.8055555555557,10.295799874065992,0.011821129424479871,0.0,0.0,Adulto
POL-01276,42,Masculino,Casado,Secundaria,Empleado,Rural,Norte,2.8,17367.0,771.0,435.0,385950.0,3,0,10807.0,3.0,SUV,Trabajo,Medio,Trimestral,Online,Si,No,Si,291,48.2,1,18333,1,Alto,2701.75,9.762384711558127,0.02504606172270843,385950.0,435.0,Adulto
POL-01277,70,Femenino,Soltero,Preparatoria,Empleado,Urbana,Bajio,19.1,45553.0,598.0,350.0,125585.0,3,0,11824.0,2.8,Compacto,Particular,Economico,Mensual,Agente,No,Si,No,299,71.2,0,1346,0,Bajo,3111.5789473684213,10.726653714419808,0.007683189182069632,0.0,0.0,Mayor
POL-01278,45,Masculino,Casado,Preparatoria,Empleado,Urbana,Sur,16.3,21603.0,654.0,1382.0,142315.0,5,0,40135.0,3.1,Sedan,Taxi/Plataforma,Economico,Mensual,Agente,No,Si,Si,99,59.5,0,4485,0,Bajo,9789.024390243903,9.980633761712781,0.06396963525273097,0.0,0.0,Adulto
POL-01279,42,Femenino,Casado,Licenciatura,Estudiante,Urbana,Bajio,4.0,24841.0,756.0,350.0,275219.0,3,0,21102.0,13.8,Compacto,Particular,Medio,Mensual,Banco,No,No,Si,80,58.6,0,5216,0,Medio,1425.8108108108108,10.12029104810414,0.014089042750181144,0.0,0.0,Adulto
POL-01280,36,Femenino,Soltero,Licenciatura,Otro,Urbana,Centro,2.3,21488.0,670.0,1424.0,228119.0,10,0,20236.0,16.0,SUV,Taxi/Plataforma,Economico,Mensual,Online,Si,No,Si,269,65.9,0,3248,0,Bajo,1190.3529411764705,9.97529645528256,0.06626646191074503,0.0,0.0,Adulto_joven
POL-01281,42,Femenino,Casado,Secundaria,Empleado,Urbana,Norte,2.7,6063.58,530.0,596.0,355615.0,5,0,12073.0,4.3,Sedan,Particular,Medio,Mensual,Broker,Si,No,No,348,80.6,0,6380,0,Medio,2277.9245283018868,8.710220569186374,0.09827556071483928,0.0,0.0,Adulto
POL-01282,38,Femenino,Viudo,Preparatoria,Desconocido,Rural,Centro,4.6,53178.0,688.0,506.0,235661.0,5,0,24133.0,9.8,Pickup,Trabajo,Economico,Anual,Online,No,Si,Si,16,58.6,0,2719,0,Bajo,2234.537037037037,10.881418860558535,0.009515034130013728,0.0,0.0,Adulto_joven
POL-01283,49,Masculino,Casado,Preparatoria,Empleado,Suburbana,Centro,0.4,28821.0,563.0,1680.0,499133.0,5,0,21547.0,10.8,Deportivo,Particular,Medio,Anual,Broker,No,No,Si,192,44.2,0,10004,0,Medio,1826.0169491525423,10.268894263398307,0.05828880716119631,0.0,0.0,Adulto
POL-01284,52,Masculino,Divorciado,Secundaria,Otro,Urbana,Centro,1.6,26376.0,756.0,684.0,142622.0,10,2,25849.0,2.1,Sedan,Particular,Economico,Mensual,Broker,No,No,Si,211,62.1,1,18283,1,Alto,8338.387096774193,10.180247697287351,0.025931682905561665,142622.0,684.0,Adulto
POL-01285,30,Masculino,Soltero,Licenciatura,Independiente,Urbana,Occidente,0.3,21265.0,588.0,1179.0,202204.0,15,3,25582.0,13.4,SUV,Particular,Economico,Trimestral,Agente,Si,No,Si,352,59.6,0,6672,0,Medio,1776.5277777777778,9.964864832211031,0.0554406094234929,0.0,0.0,Adulto_joven
